area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
Sindhu Wadi,open area,9pm-12am,cloudy,"trucks ,tempos,tracto",<1,collision brush/side swip,poor light,18-20years,upto 8th std,passed on hill,50-70,straight road,4 Lanes or more with central divider,four arm junction,uncontolled,others,female
Chirag Nagar,near school/college,3pm-6pm,light rain,3 wheeler,>10,hit and run,defect in road condition,18-20years,9-10std,on wrong side of the road,50-70,incline road,single lane,round about junction,flashing signal/blinker,paid driver,male
Eastern Express Highway,near bus stop,12am-3am,cloudy,"trucks ,tempos,tracto",<1,rear end collision,neglect of civic bodies,unknown age,upto 8th std,passed on curve,>70,straight road,single lane,unmanned rail crossing,police controlled,without licence,female
Kajupada,near hospital,12pm-3pm,heavy rain,2 wheeler,1-2year,hit and run,fault of driver,unknown age,9-10std,did not give right of way to pedestrian,50-70,muddy/oily/slippery,single lane,manned rail crossing,police controlled,learners licence,female
Jagdusha Nagar,near hospital,9am-12pm,fine,"car/jeep/taxi,buses(4 wheeler)",>10,rear end collision,weather condition,unknown age,upto 8th std,give improper signal,50-70,rutted/pot holes,4 Lanes or more with central divider,unmanned rail crossing,traffic light signal,paid driver,female
Chedda Nagar,at pedestrian crossing,9pm-12am,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,collision brush/side swip,defect in condition of motor vehicle,<5years,above 10th std,alcohol intake,50-70,Surfaced Roads,3 Lanes or more without central Divider Median,junction with >4 arms,traffic light signal,owner of private vehicle,male
Pant Nagar,near or inside a village,3am-6am,light rain,2 wheeler,2-4year,head on collision,weather condition,25-34years,not known,give improper signal,<30,muddy/oily/slippery,3 Lanes or more without central Divider Median,manned rail crossing,traffic light signal,learners licence,female
Chirag Nagar,in bazar,9pm-12am,fine,3 wheeler,6-8year,right turn collision,defect in road condition,<5years,9-10std,passed on curve,30-50,muddy/oily/slippery,two lane,t junction,police controlled,others,male
LBS Road,near a factory or indu. Area,6am-9am,fine,2 wheeler,1-2year,right turn collision,neglect of civic bodies,unknown age,upto 8th std,excceding lawful speed,>70,Kutcha Roads,4 Lanes or more with central divider,t junction,police controlled,without licence,male
Barve Nagar,narrow bridge or culverts,9pm-12am,fine,2 wheeler,>10,overturning,neglect of civic bodies,10-14years,above 10th std,other improper passsing,50-70,speed breaker,3 Lanes or more without central Divider Median,unmanned rail crossing,uncontolled,others,female
Chirag Nagar,residential area,3am-6am,cloudy,3 wheeler,8-10year,overturning,fault of driver,unknown age,upto 8th std,alcohol intake,50-70,road under construction/repair,3 Lanes or more without central Divider Median,v junction,stop sign,regular licence,female
Asalpha,near hospital,3pm-6pm,cloudy,"trucks ,tempos,tracto",<1,collision brush/side swip,fault of pedestrian,18-20years,not known,passed on hill,<30,muddy/oily/slippery,two lane,v junction,traffic light signal,without licence,male
Ghatkopar-Mankhurd Link road,near bus stop,12am-3am,heavy rain,2 wheeler,1-2year,skiding,defect in road condition,45-54years,above 10th std,cut in sharply after passing,>70,road under construction/repair,3 Lanes or more without central Divider Median,four arm junction,uncontolled,regular licence,female
Sindhu Wadi,near a recreation place/cinema,12pm-3pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",1-2year,rear end collision,weather condition,10-14years,9-10std,give improper signal,<30,rutted/pot holes,4 Lanes or more with central divider,four arm junction,police controlled,learners licence,female
LBS Road,narrow bridge or culverts,9am-12pm,light rain,2 wheeler,4-6year,right turn collision,defect in road condition,21-24years,not known,other improper passsing,50-70,road under construction/repair,two lane,t junction,flashing signal/blinker,others,female
Ghatkopar Bus Depot,near a factory or indu. Area,6pm-9pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",>10,rear end collision,weather condition,<5years,not known,cut in sharply after passing,<30,road under construction/repair,single lane,junction with >4 arms,stop sign,paid driver,male
Eastern Express Highway,at pedestrian crossing,3am-6am,cloudy,3 wheeler,1-2year,rear end collision,neglect of civic bodies,unknown age,upto 8th std,other improper passsing,>70,incline road,two lane,staggered jucntion,flashing signal/blinker,learners licence,male
Chedda Nagar,near a religious place,12pm-3pm,fine,"car/jeep/taxi,buses(4 wheeler)",1-2year,overturning,fault of driver,6-9years,not known,followed too closely,<30,straight road,4 Lanes or more with central divider,t junction,flashing signal/blinker,regular licence,male
Barve Nagar,near hospital,9am-12pm,fine,"trucks ,tempos,tracto",2-4year,right turn collision,neglect of civic bodies,25-34years,above 10th std,passed on curve,30-50,Surfaced Roads,two lane,manned rail crossing,police controlled,without licence,female
Eastern Express Highway,near hospital,12am-3am,fine,"car/jeep/taxi,buses(4 wheeler)",1-2year,overturning,defect in road condition,21-24years,9-10std,cut in sharply after passing,30-50,rutted/pot holes,3 Lanes or more without central Divider Median,staggered jucntion,police controlled,others,male
Chedda Nagar,near bus stop,12pm-3pm,heavy rain,"trucks ,tempos,tracto",1-2year,hit and run,poor light,25-34years,upto 8th std,passed on hill,>70,muddy/oily/slippery,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,owner of private vehicle,male
Pant Nagar,near or inside a village,6pm-9pm,fine,2 wheeler,1-2year,overturning,fault of driver,6-9years,not known,failed to give signal,<30,rutted/pot holes,3 Lanes or more without central Divider Median,unmanned rail crossing,traffic light signal,others,female
Pant Nagar,at pedestrian crossing,3am-6am,light rain,"trucks ,tempos,tracto",1-2year,right turn collision,neglect of civic bodies,45-54years,not known,alcohol intake,>70,road under construction/repair,single lane,staggered jucntion,stop sign,paid driver,male
Barve Nagar,near hospital,6am-9am,fine,"trucks ,tempos,tracto",4-6year,skiding,fault of pedestrian,65 and above,above 10th std,followed too closely,50-70,road under construction/repair,3 Lanes or more without central Divider Median,staggered jucntion,police controlled,owner of public commercial vehicle,female
Barve Nagar,near petrol pump,6am-9am,cloudy,other motor vehicles,8-10year,hit and run,fault of driver,<5years,not known,alcohol intake,<30,straight road,two lane,unmanned rail crossing,police controlled,others,female
Asalpha,near petrol pump,6am-9am,fine,"trucks ,tempos,tracto",<1,hit and run,poor light,21-24years,9-10std,passed on curve,<30,Surfaced Roads,3 Lanes or more without central Divider Median,manned rail crossing,police controlled,learners licence,female
Chirag Nagar,at pedestrian crossing,12am-3am,heavy rain,2 wheeler,4-6year,skiding,neglect of civic bodies,18-20years,above 10th std,did not give right of way to pedestrian,50-70,straight road,two lane,manned rail crossing,stop sign,without licence,female
Barve Nagar,near petrol pump,9pm-12am,heavy rain,2 wheeler,<1,head on collision,fault of driver,45-54years,upto 8th std,did not give right of way to pedestrian,30-50,incline road,two lane,junction with >4 arms,traffic light signal,paid driver,male
Kajupada,near a recreation place/cinema,3pm-6pm,heavy rain,3 wheeler,>10,hit and run,fault of pedestrian,<5years,not known,did not give right of way to pedestrian,<30,incline road,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,without licence,female
