area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
Visharant Wadi,near a recreation place/cinema,3pm-6pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",>10,right turn collision,defect in road condition,10-14years,upto 8th std,on wrong side of the road,50-70,straight road,two lane,round about junction,traffic light signal,owner of private vehicle,male
Pimple Saudagar,narrow bridge or culverts,12pm-3pm,light rain,3 wheeler,>10,hit and run,defect in road condition,18-20years,9-10std,cut in sharply after passing,30-50,straight road,single lane,staggered jucntion,traffic light signal,without licence,male
Visharant Wadi,at pedestrian crossing,3pm-6pm,light rain,3 wheeler,>10,rear end collision,fault of pedestrian,<5years,upto 8th std,failed to give signal,30-50,road under construction/repair,single lane,t junction,traffic light signal,without licence,female
Visharant Wadi,near hospital,9pm-12am,fine,3 wheeler,8-10year,right turn collision,fault of driver,21-24years,not known,passed on curve,50-70,incline road,single lane,unmanned rail crossing,police controlled,without licence,female
Sangamvadi,near bus stop,3pm-6pm,cloudy,3 wheeler,>10,rear end collision,defect in condition of motor vehicle,65 and above,above 10th std,other improper passsing,50-70,straight road,single lane,t junction,police controlled,without licence,male
Pimple Saudagar,in bazar,3am-6am,cloudy,other motor vehicles,6-8year,collision brush/side swip,fault of pedestrian,65 and above,not known,cut in sharply after passing,30-50,Surfaced Roads,two lane,unmanned rail crossing,traffic light signal,owner of public commercial vehicle,female
Wadgaon Bridge,near a religious place,9am-12pm,light rain,3 wheeler,6-8year,right turn collision,poor light,6-9years,not known,passed on hill,>70,Wet road,single lane,staggered jucntion,uncontolled,paid driver,female
Visharant Wadi,open area,9pm-12am,cloudy,"trucks ,tempos,tracto",4-6year,rear end collision,defect in condition of motor vehicle,21-24years,above 10th std,failed to give signal,>70,Kutcha Roads,two lane,v junction,traffic light signal,paid driver,male
Sangamvadi,near or inside a village,9am-12pm,light rain,"trucks ,tempos,tracto",1-2year,skiding,defect in road condition,21-24years,not known,cut in sharply after passing,30-50,Surfaced Roads,two lane,unmanned rail crossing,stop sign,paid driver,male
Pimple Saudagar,near or inside a village,6pm-9pm,fine,3 wheeler,<1,overturning,neglect of civic bodies,unknown age,not known,passed on hill,50-70,speed breaker,3 Lanes or more without central Divider Median,manned rail crossing,stop sign,regular licence,female
Pimple Saudagar,at pedestrian crossing,6pm-9pm,light rain,2 wheeler,2-4year,overturning,fault of pedestrian,25-34years,not known,failed to give signal,50-70,Kutcha Roads,single lane,v junction,stop sign,owner of public commercial vehicle,male
Pimple Saudagar,at pedestrian crossing,6pm-9pm,light rain,other motor vehicles,4-6year,head on collision,neglect of civic bodies,25-34years,above 10th std,passed on curve,<30,road under construction/repair,two lane,junction with >4 arms,police controlled,learners licence,female
Wadgaon Bridge,near a factory or indu. Area,3pm-6pm,heavy rain,2 wheeler,8-10year,overturning,defect in condition of motor vehicle,15-17years,not known,cut in sharply after passing,30-50,incline road,4 Lanes or more with central divider,manned rail crossing,stop sign,regular licence,male
Visharant Wadi,residential area,12am-3am,cloudy,2 wheeler,8-10year,skiding,fault of pedestrian,45-54years,upto 8th std,give improper signal,<30,Surfaced Roads,two lane,four arm junction,stop sign,without licence,female
Visharant Wadi,near school/college,9am-12pm,heavy rain,"trucks ,tempos,tracto",>10,collision brush/side swip,fault of pedestrian,45-54years,9-10std,followed too closely,30-50,Kutcha Roads,single lane,manned rail crossing,police controlled,owner of public commercial vehicle,male
Wadgaon Bridge,near school/college,9am-12pm,fine,"car/jeep/taxi,buses(4 wheeler)",8-10year,overturning,defect in condition of motor vehicle,35-44years,9-10std,followed too closely,30-50,Surfaced Roads,4 Lanes or more with central divider,four arm junction,uncontolled,owner of public commercial vehicle,female
Pimple Saudagar,near petrol pump,3pm-6pm,cloudy,other motor vehicles,8-10year,rear end collision,neglect of civic bodies,55-64years,9-10std,alcohol intake,<30,straight road,single lane,t junction,traffic light signal,paid driver,female
Sangamvadi,in bazar,12am-3am,heavy rain,3 wheeler,4-6year,right turn collision,poor light,45-54years,upto 8th std,give improper signal,>70,Surfaced Roads,single lane,manned rail crossing,police controlled,learners licence,female
Pimple Saudagar,at pedestrian crossing,9pm-12am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,collision brush/side swip,weather condition,unknown age,above 10th std,on wrong side of the road,30-50,road under construction/repair,single lane,four arm junction,uncontolled,owner of private vehicle,male
Pimple Saudagar,at pedestrian crossing,12pm-3pm,heavy rain,2 wheeler,8-10year,skiding,neglect of civic bodies,21-24years,above 10th std,did not give right of way to vehicle,>70,straight road,two lane,v junction,stop sign,others,female
Visharant Wadi,at pedestrian crossing,9pm-12am,fine,"car/jeep/taxi,buses(4 wheeler)",2-4year,skiding,weather condition,25-34years,not known,on wrong side of the road,30-50,rutted/pot holes,single lane,staggered jucntion,traffic light signal,owner of private vehicle,male
Visharant Wadi,near petrol pump,9am-12pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",<1,rear end collision,defect in condition of motor vehicle,18-20years,above 10th std,followed too closely,<30,speed breaker,two lane,staggered jucntion,flashing signal/blinker,owner of public commercial vehicle,male
Visharant Wadi,near bus stop,12am-3am,light rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,right turn collision,defect in road condition,55-64years,9-10std,passed on curve,30-50,incline road,two lane,four arm junction,stop sign,owner of private vehicle,female
Visharant Wadi,near or inside a village,6pm-9pm,fine,2 wheeler,6-8year,collision brush/side swip,poor light,18-20years,not known,on wrong side of the road,50-70,Surfaced Roads,single lane,unmanned rail crossing,traffic light signal,owner of private vehicle,female
Visharant Wadi,near hospital,12pm-3pm,heavy rain,"trucks ,tempos,tracto",8-10year,head on collision,fault of driver,10-14years,9-10std,followed too closely,>70,muddy/oily/slippery,single lane,unmanned rail crossing,flashing signal/blinker,others,female
Visharant Wadi,near or inside a village,12pm-3pm,cloudy,other motor vehicles,1-2year,overturning,fault of driver,65 and above,above 10th std,did not give right of way to pedestrian,<30,Kutcha Roads,single lane,unmanned rail crossing,police controlled,without licence,female
Pimple Saudagar,narrow bridge or culverts,3pm-6pm,light rain,3 wheeler,8-10year,hit and run,fault of pedestrian,unknown age,not known,alcohol intake,30-50,rutted/pot holes,4 Lanes or more with central divider,round about junction,flashing signal/blinker,learners licence,female
Sangamvadi,near or inside a village,6am-9am,fine,3 wheeler,<1,right turn collision,fault of driver,<5years,upto 8th std,passed on curve,30-50,muddy/oily/slippery,two lane,round about junction,flashing signal/blinker,owner of public commercial vehicle,female
Sangamvadi,near school/college,6am-9am,heavy rain,"trucks ,tempos,tracto",<1,right turn collision,weather condition,35-44years,9-10std,passed on hill,>70,incline road,single lane,unmanned rail crossing,stop sign,others,female
Visharant Wadi,near or inside a village,9am-12pm,heavy rain,3 wheeler,8-10year,rear end collision,fault of driver,65 and above,above 10th std,give improper signal,>70,rutted/pot holes,3 Lanes or more without central Divider Median,manned rail crossing,stop sign,owner of private vehicle,female
Visharant Wadi,residential area,3pm-6pm,cloudy,other motor vehicles,<1,hit and run,fault of driver,10-14years,9-10std,did not give right of way to pedestrian,30-50,rutted/pot holes,4 Lanes or more with central divider,staggered jucntion,stop sign,others,male
Wadgaon Bridge,narrow bridge or culverts,9pm-12am,fine,3 wheeler,4-6year,skiding,defect in condition of motor vehicle,unknown age,not known,passed on curve,>70,Wet road,single lane,junction with >4 arms,police controlled,learners licence,male
Wadgaon Bridge,near a factory or indu. Area,3am-6am,heavy rain,other motor vehicles,2-4year,overturning,fault of driver,<5years,not known,did not give right of way to vehicle,<30,muddy/oily/slippery,two lane,unmanned rail crossing,traffic light signal,owner of private vehicle,female
Wadgaon Bridge,open area,3pm-6pm,fine,other motor vehicles,>10,collision brush/side swip,defect in road condition,21-24years,9-10std,cut in sharply after passing,>70,Wet road,3 Lanes or more without central Divider Median,v junction,traffic light signal,owner of private vehicle,female
Pimple Saudagar,near hospital,6pm-9pm,heavy rain,"trucks ,tempos,tracto",4-6year,skiding,fault of driver,55-64years,not known,other improper passsing,30-50,speed breaker,4 Lanes or more with central divider,manned rail crossing,traffic light signal,without licence,male
Wadgaon Bridge,near a recreation place/cinema,12pm-3pm,fine,other motor vehicles,4-6year,overturning,neglect of civic bodies,<5years,9-10std,cut in sharply after passing,>70,muddy/oily/slippery,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,regular licence,male
Wadgaon Bridge,near a religious place,12pm-3pm,cloudy,3 wheeler,>10,rear end collision,neglect of civic bodies,unknown age,9-10std,passed on hill,>70,Surfaced Roads,3 Lanes or more without central Divider Median,junction with >4 arms,stop sign,others,female
Wadgaon Bridge,near petrol pump,6am-9am,light rain,3 wheeler,<1,right turn collision,poor light,6-9years,not known,other improper passsing,<30,Wet road,single lane,v junction,police controlled,without licence,female
Pimple Saudagar,near petrol pump,3pm-6pm,cloudy,other motor vehicles,1-2year,skiding,fault of driver,6-9years,not known,excceding lawful speed,50-70,Wet road,single lane,manned rail crossing,stop sign,owner of private vehicle,male
Wadgaon Bridge,narrow bridge or culverts,9am-12pm,heavy rain,3 wheeler,8-10year,hit and run,fault of driver,45-54years,not known,give improper signal,30-50,Wet road,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,paid driver,female
Visharant Wadi,near hospital,3am-6am,fine,3 wheeler,4-6year,rear end collision,neglect of civic bodies,25-34years,9-10std,give improper signal,<30,Wet road,two lane,v junction,traffic light signal,regular licence,male
Visharant Wadi,near bus stop,3am-6am,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,overturning,neglect of civic bodies,unknown age,above 10th std,followed too closely,<30,Wet road,two lane,v junction,stop sign,without licence,female
Wadgaon Bridge,open area,3pm-6pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",8-10year,right turn collision,fault of pedestrian,unknown age,upto 8th std,give improper signal,>70,Surfaced Roads,3 Lanes or more without central Divider Median,manned rail crossing,police controlled,without licence,female
Sangamvadi,at pedestrian crossing,9am-12pm,heavy rain,2 wheeler,4-6year,hit and run,poor light,<5years,upto 8th std,on wrong side of the road,50-70,speed breaker,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,owner of private vehicle,male
Wadgaon Bridge,near a factory or indu. Area,12pm-3pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",8-10year,overturning,weather condition,6-9years,above 10th std,passed on hill,<30,road under construction/repair,single lane,junction with >4 arms,police controlled,learners licence,male
Pimple Saudagar,near hospital,12am-3am,cloudy,other motor vehicles,2-4year,collision brush/side swip,poor light,<5years,9-10std,other improper passsing,30-50,muddy/oily/slippery,3 Lanes or more without central Divider Median,four arm junction,uncontolled,learners licence,male
Sangamvadi,near petrol pump,12pm-3pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,overturning,neglect of civic bodies,15-17years,upto 8th std,passed on hill,50-70,muddy/oily/slippery,4 Lanes or more with central divider,staggered jucntion,uncontolled,learners licence,female
Pimple Saudagar,at pedestrian crossing,12pm-3pm,heavy rain,"trucks ,tempos,tracto",6-8year,overturning,fault of driver,6-9years,above 10th std,passed on hill,50-70,Wet road,two lane,manned rail crossing,traffic light signal,without licence,female
Visharant Wadi,near a factory or indu. Area,12am-3am,heavy rain,other motor vehicles,<1,skiding,fault of driver,unknown age,9-10std,passed on curve,>70,muddy/oily/slippery,4 Lanes or more with central divider,manned rail crossing,traffic light signal,paid driver,female
Wadgaon Bridge,at pedestrian crossing,9pm-12am,light rain,3 wheeler,2-4year,head on collision,fault of pedestrian,<5years,upto 8th std,excceding lawful speed,30-50,speed breaker,two lane,round about junction,uncontolled,others,female
